Date,Entropy_1,Entropy_2,Entropy_3,Entropy_4,Entropy_5,Entropy_6,Entropy_7,Entropy_8,Entropy_9,Entropy_10,Entropy_11,Entropy_12,Entropy_13,Entropy_14,Entropy_15,Entropy_16,Entropy_17,Entropy_18,Entropy_19,Entropy_20,Entropy_21,Entropy_22,Entropy_23,Entropy_24,Entropy_25,Entropy_26,Entropy_27,Entropy_28,Entropy_29,Entropy_30,Entropy_31,Entropy_32,Entropy_33,Entropy_34,Entropy_35,Entropy_36,Min,Max,Mean
Mar-20,0.379489622,0.444685821,0.455475529,0.405465108,0.492476485,0.393904286,0.379489622,0.336472237,0.370373788,0.36772478,0.510825624,0.553385238,0.303682414,0.271933715,0.492476485,0.364643114,0.492476485,0.455475529,0.455475529,0.381367557,0.444685821,0.370373788,0.510825624,0.475423697,0.455475529,0.52806743,0.418710335,0.303682414,0.530628251,0.405465108,0.381367557,0.379489622,0.346276237,0.519875459,0.464305608,0.464305608,0.271933715,0.553385238,0.419131427
Apr-20,0.413975798,0.340926587,0.379931806,0.478224462,0.39111766,0.471109213,0.408359466,0.255933374,0.422559541,0.379078353,0.427444015,0.3254224,0.291434422,0.350549351,0.522189382,0.405465108,0.414275738,0.380359187,0.380359187,0.380772496,0.352821375,0.365799852,0.464305608,0.437398155,0.368995428,0.385993005,0.443205436,0.272257602,0.468834722,0.365799852,0.38260697,0.337553902,0.282111027,0.400074259,0.310154928,0.362905494,0.255933374,0.522189382,0.379166701
May-20,0.362601404,0.287682072,0.370203096,0.269719856,0.373376794,0.309085981,0.333491608,0.284542352,0.263989715,0.271496748,0.31605852,0.271783486,0.310823601,0.28534289,0.368268258,0.310154928,0.299405536,0.2892631,0.305885978,0.31605852,0.249970794,0.299242895,0.2908022,0.353863979,0.357378921,0.263087417,0.357749635,0.239870345,0.378535696,0.310596332,0.270926159,0.392042088,0.263814591,0.343834233,0.281412459,0.254234138,0.239870345,0.392042088,0.305821406
Jun-20,0.386378642,0.317956837,0.414943852,0.347622466,0.387337724,0.309600758,0.410708959,0.25625271,0.232302449,0.290974799,0.320644846,0.294239473,0.422414666,0.312913551,0.381886363,0.267530257,0.456651216,0.204880342,0.372279559,0.361633391,0.270831382,0.343876631,0.36189386,0.425624942,0.373779289,0.313033664,0.452867347,0.284463531,0.436074358,0.270831382,0.365750446,0.384930506,0.241990351,0.318945011,0.252702354,0.214032963,0.204880342,0.456651216,0.327785795
Jul-20,0.693147181,0.659245629,0.568395476,0.557805833,0.629521485,0.538996501,0.525531771,0.552447298,0.415317405,0.619039208,0.664976304,0.520193374,0.563272099,0.482851772,0.708895538,0.408826456,0.615915833,0.510825624,0.61698582,0.575364145,0.473985055,0.587786665,0.550972692,0.651182981,0.626007878,0.517698503,0.44895022,0.422501295,0.671485684,0.451007129,0.513095772,0.733313222,0.651182981,0.656242624,0.573800423,0.515466003,0.408826456,0.733313222,0.56216742
Aug-20,0.540955365,0.632928321,0.575364145,0.680075099,0.646627165,0.553101107,0.714053865,0.628608659,0.533719444,0.6398012,0.659699246,0.463734016,0.581229264,0.635253202,0.679541529,0.517256514,0.635253202,0.581229264,0.475423697,0.559615788,0.417735201,0.53256561,0.621919671,0.508649344,0.596686914,0.545386299,0.60077386,0.612608318,0.693147181,0.477627554,0.673977264,0.547115625,0.666829872,0.707331816,0.512951023,0.575364145,0.417735201,0.714053865,0.584831515
Sep-20,0.881008918,0.785353374,0.715126087,0.78845736,0.94957671,0.837396789,0.913547246,0.591855847,0.677879708,1.030701083,0.953279301,0.910719687,1.00276433,0.740901612,0.891998039,0.594056278,0.90249741,0.657879042,0.881008918,1.285650835,0.554677506,0.878752813,0.885038188,0.784118959,0.789539026,0.635988767,0.789539026,0.67756245,0.893817876,0.62346726,0.952255881,0.965791376,1.115141591,1.069957033,0.605285825,0.693147181,0.554677506,1.285650835,0.814804875
Oct-20,1.025490024,0.903303536,0.865859878,0.699081916,1.051780989,0.881858535,1.046987923,0.656333207,0.699153205,1.098612289,0.804372816,0.545511182,1.013314708,0.756862995,1.206408859,0.680408155,1.182311308,0.822139301,0.966843011,1.011600912,0.544931236,0.946343077,0.94260804,1.059391576,0.982876337,0.899196299,0.939742393,0.774188391,0.86081158,0.737041374,0.870481196,1.091494821,0.843087328,1.287854288,0.719122667,0.687104866,0.544931236,1.287854288,0.873619875
Nov-20,1.20922216,0.938819845,0.84397007,0.908468006,0.987655218,0.750855498,1.120959587,0.802346473,0.885224912,1.157928866,1.214444104,0.863772698,0.942958979,0.955511445,1.120234753,0.72688532,0.945202075,0.791587253,1.025281016,1.252762968,0.550046337,1.151816325,1.244643844,1.03563749,0.797981242,0.948672141,0.838957528,0.766890655,0.943689706,1.033472986,0.748206958,1.273706142,1.066351426,1.299282984,0.785670549,0.782198958,0.550046337,1.299282984,0.946575471
Dec-20,0.911671786,0.701942312,0.790969474,0.904347549,0.898108413,0.824668522,0.963941035,0.696750788,0.722240142,0.757330525,1.047897196,0.677398824,0.975299285,0.738240483,0.78845736,0.657807814,0.84729786,0.878414248,0.824322243,1.034631959,0.597682668,1.138054021,0.957341272,0.885740288,0.646945636,0.707382296,0.811833151,0.694931302,0.937460413,0.808259988,0.549024712,0.843674668,0.962810748,1.022488593,0.778542265,0.625324584,0.549024712,1.138054021,0.810760249
Jan-21,1.241420692,0.954792279,1.164655701,0.866323405,1.267688619,0.744067271,1.055127177,0.912647741,1.054160526,0.853332882,1.176680662,0.964609309,0.989809429,0.741215584,1.241713132,0.907401784,1.352135442,1.054649165,0.876212508,1.268511325,0.762644975,1.280933845,1.090919943,1.106245914,0.787788688,1.110040984,0.93910541,0.810930216,0.945000838,1.019148117,0.679353858,0.826678573,1.15267951,1.239339948,1.060871961,0.791947765,0.679353858,1.352135442,0.991695708
Feb-21,0.821357839,0.026447823,0.994373478,0.789310603,0.572342342,0.151581085,0.194527462,0.222246288,0.917446134,0.540177836,0.590114955,0.779954288,0.960162616,0.184093036,0.600056757,0.148071634,0.129444357,0.62346726,0.144808786,0.512765489,0.500973327,0.839409688,1.117615236,0.231497084,0.167991731,0.887303195,0.207639365,0.749807214,0.26539376,0.304611135,0.338325805,0.818916568,0.034858301,1.14003112,0.028031514,0.346338935,0.026447823,1.14003112,0.347546026
Mar-21,0.326243449,0.02595224,0.257438146,0.226910034,0.799915156,0.11471398,0.173395366,0.045256592,0.423592493,0.670628317,0.149117496,0.187045231,0.726464449,0.066261584,0.382072229,0.035975102,0.136418913,0.678884734,0.554234609,0.297251523,0.584420367,0.098377944,0.445848822,0.072522476,0.065199996,0.496508749,0.16805911,0.348306694,0.333233213,0.207995224,0.120744651,0.692109298,0.003484324,0.34663824,0.015915455,0.05143466,0.003484324,0.799915156,0.175112711
Apr-21,0.030800824,0.007857679,0.023497322,0.023032746,0.202916226,0.013035566,0.008782123,0.005994945,0.050479354,0.285008274,0.00925076,0.018718375,0.313180649,0.00972455,0.040491361,0.006460567,0.009711059,0.176456437,0.053755743,0.021546501,0.118856573,0.008321823,0.023950429,0.007850421,0.008778065,0.023475256,0.017261917,0.025413132,0.020117638,0.016799275,0.011157717,0.159880892,0.005058645,0.022504466,0.005527421,0.007850421,0.005058645,0.313180649,0.022324345
May-21,0.563210759,0.509243345,0.737380436,0.644917397,0.59143797,0.457469893,0.803495238,0.580160317,0.41361891,0.574326262,0.70849275,0.420450979,0.649766885,0.751613639,0.714449761,0.563210759,0.611037774,0.664843404,0.574326262,0.736246373,0.499696733,0.634878272,0.61802655,0.688373902,0.531780989,0.97418471,0.759105148,0.549734859,0.693147181,0.492676305,0.507847215,0.848137844,0.668932922,0.978166136,0.781700578,0.735706795,0.41361891,0.978166136,0.631843949
Jun-21,0.769687258,0.976915354,1.020360092,1.063520969,1.651402112,0.819027426,1.635755221,0.916290732,0.884202417,1.303406701,0.88238918,0.965080896,0.693147181,0.79728744,1.348073148,1.027153325,1.776491997,1.47590652,0.88238918,1.110882381,1.072636802,1.211940974,0.884202417,1.466337069,1.335001067,1.098612289,0.928713252,0.703299552,0.921681581,0.984201937,0.957839735,0.976915354,1.145132304,1.419084184,1.232143681,1.15267951,0.693147181,1.776491997,1.066342716
Jul-21,0.75119055,0.726056915,0.957432675,0.865227243,0.861230955,0.588868331,0.875086401,0.753301103,0.570273082,0.607625007,0.959775844,0.597996224,0.854136557,0.671407194,0.939493629,1.142356838,0.762405621,0.856531536,0.72903394,0.95032048,0.493920529,0.810476599,0.762140052,0.857847136,0.878752813,0.843580384,0.824838646,0.866369493,0.879498785,0.937223942,0.746419647,0.999877448,0.792465382,1.00739628,0.935338927,0.951841716,0.493920529,1.142356838,0.809980796
Aug-21,0.994408511,0.7282385,1.118030375,0.832344311,0.933450352,0.575759636,0.904123993,0.768254653,0.535444099,0.67860147,1.087376215,0.498991166,0.962547208,0.825025225,0.722240142,0.925860183,0.832344311,0.981466805,0.754234873,1.068870319,0.600253434,0.881916702,0.763719831,0.725699784,0.783775198,0.93702663,0.889774027,0.724371021,0.982117083,0.986051197,0.70031567,1.127432727,0.897422248,1.331512015,0.895062431,0.942857759,0.498991166,1.331512015,0.839723929
Sep-21,0.803350321,0.793230639,0.843936513,0.721967619,0.8995448,0.583762515,0.764762872,0.53680111,0.58667771,0.586114424,0.797078103,0.50226894,0.901002039,0.729044789,0.752029945,0.817444897,0.704543315,0.759690571,0.673994748,0.800713464,0.525884088,0.70945189,0.767036023,0.831191401,0.725843768,0.781439788,0.828922785,0.659994973,0.937313616,0.916290732,0.63717942,0.836905703,0.687741762,0.979874599,0.909818217,0.734789953,0.50226894,0.979874599,0.740888153
Oct-21,1.039423417,0.897598599,1.19824213,0.868434711,1.111857515,0.751872467,1.158975438,0.844697079,0.912361454,0.910211686,1.199615499,0.776363487,1.587459006,0.924258902,1.309921382,1.237725091,1.086342196,1.140459399,1.048116125,1.114548881,0.708414653,0.93910541,1.003996312,1.207964826,1.098612289,0.90016135,1.227229666,1.078809661,1.252762968,1.151256022,0.869950395,1.464937488,0.778802625,1.394878105,1.242357047,1.199615499,0.708414653,1.587459006,1.054042499
Nov-21,1.087051466,1.199964783,1.470851749,1.217671649,1.523495483,0.881547783,1.558144618,1.076139433,1.498772345,1.466337069,1.717651497,0.995428052,1.516347489,1.558144618,1.698669046,1.31885308,1.208311206,1.443452775,1.763588592,1.207811581,0.939547594,1.423108334,1.046787221,1.945910149,1.479076095,1.339774345,1.497519996,1.199964783,1.435084525,1.37431817,1.609437912,2.228477121,1.203972804,1.504077397,1.536234508,1.398716881,0.881547783,2.228477121,1.378276409
Dec-21,0.529762825,0.738609555,0.946143695,0.672093771,0.733969175,0.70361848,0.520304368,0.703299552,0.452583031,0.777028665,0.771399378,0.687756332,0.883320713,0.581921545,0.506269807,0.822906407,0.726669873,0.79728744,0.817601355,0.771516248,0.495321437,0.769133088,0.813775168,0.704446736,0.84729786,0.854990206,0.893168315,0.843580384,0.722134717,1.116961427,0.597837001,0.817084082,0.500322902,0.747805593,0.350333037,0.46313075,0.350333037,1.116961427,0.694123703
